OCC_ID,OCC_str,template
5_443_44320,Service workers and shop and market sales_Auctioneers_Auctioneers,Occupation: Service workers and shop and market sales_Auctioneers_Auctioneers
6_628_62800,Skilled agricultural and fishery workers_Farm machinery operators_Farm machinery operators,Occupation: Skilled agricultural and fishery workers_Farm machinery operators_Farm machinery operators
7_849_84300,"Crafts and related trades workers_Machinery fitters, machine assemblers and precision instrument makers (except electrical) not elsewhere classified_Bicycle makers","Occupation: Crafts and related trades workers_Machinery fitters, machine assemblers and precision instrument makers (except electrical) not elsewhere classified_Bicycle makers"
2_139_13990,Professionals_Teachers not elsewhere classified_Other teaching personnel,Occupation: Professionals_Teachers not elsewhere classified_Other teaching personnel
7_819_81930,Crafts and related trades workers_Cabinetmakers and related woodworkers not elsewhere classified_Ski makers,Occupation: Crafts and related trades workers_Cabinetmakers and related woodworkers not elsewhere classified_Ski makers
7_782_78200,Crafts and related trades workers_Cigar makers_Cigar makers,Occupation: Crafts and related trades workers_Cigar makers_Cigar makers
6_632_63220,Skilled agricultural and fishery workers_Forestry workers (except logging)_Foresters and wood wardens,Occupation: Skilled agricultural and fishery workers_Forestry workers (except logging)_Foresters and wood wardens
2_131_13100,Professionals_University and higher education teachers_Teachers in higher education,Occupation: Professionals_University and higher education teachers_Teachers in higher education
1_219_21182,"Legislators, senior officials and managers_Managers not elsewhere classified_Executive officer finance company","Occupation: Legislators, senior officials and managers_Managers not elsewhere classified_Executive officer finance company"
4_395_39500,Clerks_Library and filing clerks_Library and filing clerks,Occupation: Clerks_Library and filing clerks_Library and filing clerks
7_839_83830,"Crafts and related trades workers_Blacksmiths, toolmakers and machinetool operators not elsewhere classified_Saw, spade, shovel and half wood/half metal agricultural instrument type things","Occupation: Crafts and related trades workers_Blacksmiths, toolmakers and machinetool operators not elsewhere classified_Saw, spade, shovel and half wood/half metal agricultural instrument type things"
7_832_83290,"Crafts and related trades workers_Toolmakers, metal patternmakers and metal markers_Other tool makers and metal markers","Occupation: Crafts and related trades workers_Toolmakers, metal patternmakers and metal markers_Other tool makers and metal markers"
2_25_2500,Professionals_Chemical engineers_Chemical engineers,Occupation: Professionals_Chemical engineers_Chemical engineers
2_24_2460,"Professionals_Mechanical engineers_Heating, ventilation and refrigeration engineers","Occupation: Professionals_Mechanical engineers_Heating, ventilation and refrigeration engineers"
2_172_17200,Professionals_Choreographers and dancers_Dancers and dancing teachers,Occupation: Professionals_Choreographers and dancers_Dancers and dancing teachers
2_192_19200,"Professionals_Sociologists, anthropologists and related scientists_Social scientists and historians","Occupation: Professionals_Sociologists, anthropologists and related scientists_Social scientists and historians"
1_219_22170,"Legislators, senior officials and managers_Managers not elsewhere classified_Superintendents and managers, construction, except railway construction","Occupation: Legislators, senior officials and managers_Managers not elsewhere classified_Superintendents and managers, construction, except railway construction"
5_441_44130,"Service workers and shop and market sales_Insurance, real estate and securities salesmen_Real estate agents","Occupation: Service workers and shop and market sales_Insurance, real estate and securities salesmen_Real estate agents"
8_985_98540,Plant and machine operators and assemblers_Motor vehicle drivers_Drivers (public),Occupation: Plant and machine operators and assemblers_Motor vehicle drivers_Drivers (public)
2_195_19500,"Professionals_Philologists, translators and interpreters_Interpreters, translators and philologists","Occupation: Professionals_Philologists, translators and interpreters_Interpreters, translators and philologists"
7_841_84140,Crafts and related trades workers_Machinery fitters and machine assemblers_Engine and locomotive builders,Occupation: Crafts and related trades workers_Machinery fitters and machine assemblers_Engine and locomotive builders
5_540_54060,Service workers and shop and market sales_Maids and related housekeeping service workers not elsewhere classified_Chambermaids and room attendants,Occupation: Service workers and shop and market sales_Maids and related housekeeping service workers not elsewhere classified_Chambermaids and room attendants
8_751_75100,Plant and machine operators and assemblers_Fibre preparers_Fibre preparers,Occupation: Plant and machine operators and assemblers_Fibre preparers_Fibre preparers
7_839_83700,"Crafts and related trades workers_Blacksmiths, toolmakers and machinetool operators not elsewhere classified_Locksmiths","Occupation: Crafts and related trades workers_Blacksmiths, toolmakers and machinetool operators not elsewhere classified_Locksmiths"
7_819_81730,Crafts and related trades workers_Cabinetmakers and related woodworkers not elsewhere classified_Paper box makers,Occupation: Crafts and related trades workers_Cabinetmakers and related woodworkers not elsewhere classified_Paper box makers
1_219_22130,"Legislators, senior officials and managers_Managers not elsewhere classified_Superintendents and managers, mining, quarrying, etc.","Occupation: Legislators, senior officials and managers_Managers not elsewhere classified_Superintendents and managers, mining, quarrying, etc."
8_749_74100,Plant and machine operators and assemblers_Chemical processers and related workers not elsewhere classified_Drug workers,Occupation: Plant and machine operators and assemblers_Chemical processers and related workers not elsewhere classified_Drug workers
8_833_83310,Plant and machine operators and assemblers_Machinetool setteroperators_Metalworking machine operators,Occupation: Plant and machine operators and assemblers_Machinetool setteroperators_Metalworking machine operators
7_773_77320,Crafts and related trades workers_Butchers and meat preparers_Pork butchers,Occupation: Crafts and related trades workers_Butchers and meat preparers_Pork butchers
8_749_74620,Plant and machine operators and assemblers_Chemical processers and related workers not elsewhere classified_Paint and varnish makers,Occupation: Plant and machine operators and assemblers_Chemical processers and related workers not elsewhere classified_Paint and varnish makers
7_924_92400,Crafts and related trades workers_Printing engravers (except photoengravers)_Lithographers,Occupation: Crafts and related trades workers_Printing engravers (except photoengravers)_Lithographers
1_219_22160,"Legislators, senior officials and managers_Managers not elsewhere classified_Superintendents and managers, public utilities","Occupation: Legislators, senior officials and managers_Managers not elsewhere classified_Superintendents and managers, public utilities"
7_796_79620,Crafts and related trades workers_Upholsterers and related workers_Upholsterers (except vehicle),Occupation: Crafts and related trades workers_Upholsterers and related workers_Upholsterers (except vehicle)
8_969_96900,Plant and machine operators and assemblers_Stationary engine and related equipment operators not elsewhere classified_Other stationary engine and related equipment operators,Occupation: Plant and machine operators and assemblers_Stationary engine and related equipment operators not elsewhere classified_Other stationary engine and related equipment operators
6_627_62740,Skilled agricultural and fishery workers_Nursery workers and gardeners_Landscape gardeners,Occupation: Skilled agricultural and fishery workers_Nursery workers and gardeners_Landscape gardeners
7_925_92500,Crafts and related trades workers_Photoengravers_Photo-engravers,Occupation: Crafts and related trades workers_Photoengravers_Photo-engravers
7_880_88020,Crafts and related trades workers_Jewellery and precious metal workers_Jewellers,Occupation: Crafts and related trades workers_Jewellery and precious metal workers_Jewellers
7_880_88050,Crafts and related trades workers_Jewellery and precious metal workers_Working with gems and stones,Occupation: Crafts and related trades workers_Jewellery and precious metal workers_Working with gems and stones
2_31_3020,Professionals_Surveyors_Land surveyors,Occupation: Professionals_Surveyors_Land surveyors
7_776_77610,"Crafts and related trades workers_Bakers, pastrycooks and confectionery makers_Baker and confectioner","Occupation: Crafts and related trades workers_Bakers, pastrycooks and confectionery makers_Baker and confectioner"
3_36_3250,Technicians and associate professionals_Chemical engineering technicians_Chemical engineering technicals,Occupation: Technicians and associate professionals_Chemical engineering technicians_Chemical engineering technicals
8_949_94930,Plant and machine operators and assemblers_Other production and related workers_Linoleum makers and floor cloth makers,Occupation: Plant and machine operators and assemblers_Other production and related workers_Linoleum makers and floor cloth makers
7_728_72800,Crafts and related trades workers_Metal platers and coaters_Metal platers and coaters,Occupation: Crafts and related trades workers_Metal platers and coaters_Metal platers and coaters
7_793_79320,Crafts and related trades workers_Milliners and hatmakers_Milliners,Occupation: Crafts and related trades workers_Milliners and hatmakers_Milliners
7_949_94920,"Crafts and related trades workers_Other production and related workers_Animal stuffers, taxidermists and shell workers","Occupation: Crafts and related trades workers_Other production and related workers_Animal stuffers, taxidermists and shell workers"
7_776_77690,"Crafts and related trades workers_Bakers, pastrycooks and confectionery makers_Other baked goods makers","Occupation: Crafts and related trades workers_Bakers, pastrycooks and confectionery makers_Other baked goods makers"
1_219_21210,"Legislators, senior officials and managers_Managers not elsewhere classified_Contractors nfs","Occupation: Legislators, senior officials and managers_Managers not elsewhere classified_Contractors nfs"
8_749_74920,Plant and machine operators and assemblers_Chemical processers and related workers not elsewhere classified_Fertilizer and manure makers,Occupation: Plant and machine operators and assemblers_Chemical processers and related workers not elsewhere classified_Fertilizer and manure makers
2_161_16110,"Professionals_Sculptors, painters and related artists_Artists nfs and art teachers","Occupation: Professionals_Sculptors, painters and related artists_Artists nfs and art teachers"
8_749_74200,Plant and machine operators and assemblers_Chemical processers and related workers not elsewhere classified_Gunpowder and explosive makers,Occupation: Plant and machine operators and assemblers_Chemical processers and related workers not elsewhere classified_Gunpowder and explosive makers
2_29_2900,Professionals_Engineers not elsewhere classified_Professional engineers nec,Occupation: Professionals_Engineers not elsewhere classified_Professional engineers nec
2_24_2430,"Professionals_Mechanical engineers_Mechanical engineer (motors and engines, except marine)","Occupation: Professionals_Mechanical engineers_Mechanical engineer (motors and engines, except marine)"
1_219_21180,"Legislators, senior officials and managers_Managers not elsewhere classified_Proprietor, finance","Occupation: Legislators, senior officials and managers_Managers not elsewhere classified_Proprietor, finance"
5_570_57020,"Service workers and shop and market sales_Hairdressers, barbers, beauticians and related workers_Hairdressers","Occupation: Service workers and shop and market sales_Hairdressers, barbers, beauticians and related workers_Hairdressers"
7_799_79930,"Crafts and related trades workers_Tailors, dressmakers, sewers, upholsterers and related workers not elsewhere classified_Umbrella makers","Occupation: Crafts and related trades workers_Tailors, dressmakers, sewers, upholsterers and related workers not elsewhere classified_Umbrella makers"
9_990_99430,Elementary occupations_Labourers not elsewhere classified_Helpers nfs,Occupation: Elementary occupations_Labourers not elsewhere classified_Helpers nfs
5_520_52040,Service workers and shop and market sales_Housekeeping and related service supervisors_Matrons,Occupation: Service workers and shop and market sales_Housekeeping and related service supervisors_Matrons
7_939_93400,Crafts and related trades workers_Painters not elsewhere classified_Gilders,Occupation: Crafts and related trades workers_Painters not elsewhere classified_Gilders
3_179_17900,Technicians and associate professionals_Performing artists not elsewhere classified_Performing artists nec,Occupation: Technicians and associate professionals_Performing artists not elsewhere classified_Performing artists nec
7_923_92300,Crafts and related trades workers_Stereotypers and electrotypers_Stereotypers and electrotypers,Occupation: Crafts and related trades workers_Stereotypers and electrotypers_Stereotypers and electrotypers
8_910_91020,"Plant and machine operators and assemblers_Paper and paperboard products makers_Paper and paperboard products makers, except boxes","Occupation: Plant and machine operators and assemblers_Paper and paperboard products makers_Paper and paperboard products makers, except boxes"
7_941_94120,Crafts and related trades workers_Musical instrument makers and tuners_Piano maker,Occupation: Crafts and related trades workers_Musical instrument makers and tuners_Piano maker
7_941_94140,Crafts and related trades workers_Musical instrument makers and tuners_Organ builder,Occupation: Crafts and related trades workers_Musical instrument makers and tuners_Organ builder
4_394_39400,Clerks_Receptionists and travel agency clerks_Hotel clerk or other receptionist,Occupation: Clerks_Receptionists and travel agency clerks_Hotel clerk or other receptionist
5_490_49090,Service workers and shop and market sales_Sales workers not elsewhere classified_Dealers and salesworkers nec,Occupation: Service workers and shop and market sales_Sales workers not elsewhere classified_Dealers and salesworkers nec
7_953_95320,Crafts and related trades workers_Roofers_Slate and tile roofers,Occupation: Crafts and related trades workers_Roofers_Slate and tile roofers
7_941_94130,Crafts and related trades workers_Musical instrument makers and tuners_Piano tuner,Occupation: Crafts and related trades workers_Musical instrument makers and tuners_Piano tuner
5_451_45190,"Service workers and shop and market sales_Salesmen, shop assistants and demonstrators_Other sales personnel men, shop assistants and demonstrators","Occupation: Service workers and shop and market sales_Salesmen, shop assistants and demonstrators_Other sales personnel men, shop assistants and demonstrators"
7_873_87350,Crafts and related trades workers_Sheetmetal workers_Boilermaker,Occupation: Crafts and related trades workers_Sheetmetal workers_Boilermaker
5_592_59200,Service workers and shop and market sales_Undertakers and embalmers_Undertakers and embalmers,Occupation: Service workers and shop and market sales_Undertakers and embalmers_Undertakers and embalmers
5_442_44200,Service workers and shop and market sales_Business services salesmen_Advertising salesmen,Occupation: Service workers and shop and market sales_Business services salesmen_Advertising salesmen
7_776_77650,"Crafts and related trades workers_Bakers, pastrycooks and confectionery makers_Chocolate makers","Occupation: Crafts and related trades workers_Bakers, pastrycooks and confectionery makers_Chocolate makers"
2_129_12900,"Professionals_Jurists not elsewhere classified_Jurists (except lawyer, judge or solicitor)","Occupation: Professionals_Jurists not elsewhere classified_Jurists (except lawyer, judge or solicitor)"
7_956_95600,Crafts and related trades workers_Insulators_Pipe coverers and insulators,Occupation: Crafts and related trades workers_Insulators_Pipe coverers and insulators
2_161_16120,"Professionals_Sculptors, painters and related artists_Sculptors","Occupation: Professionals_Sculptors, painters and related artists_Sculptors"
4_399_39900,Clerks_Clerks not elsewhere classified_Other specified clerks,Occupation: Clerks_Clerks not elsewhere classified_Other specified clerks
8_839_83550,"Plant and machine operators and assemblers_Blacksmiths, toolmakers and machinetool operators not elsewhere classified_Cutler (knives, forks, spoon)","Occupation: Plant and machine operators and assemblers_Blacksmiths, toolmakers and machinetool operators not elsewhere classified_Cutler (knives, forks, spoon)"
7_939_93320,Crafts and related trades workers_Painters not elsewhere classified_Lacquerers and enamellers,Occupation: Crafts and related trades workers_Painters not elsewhere classified_Lacquerers and enamellers
5_443_44330,Service workers and shop and market sales_Auctioneers_Appraisers,Occupation: Service workers and shop and market sales_Auctioneers_Appraisers
7_953_95310,"Crafts and related trades workers_Roofers_Roofer, specialisation unknown","Occupation: Crafts and related trades workers_Roofers_Roofer, specialisation unknown"
1_219_21162,"Legislators, senior officials and managers_Managers not elsewhere classified_Executive officer of other transport and communications","Occupation: Legislators, senior officials and managers_Managers not elsewhere classified_Executive officer of other transport and communications"
3_33_3220,Technicians and associate professionals_Civil engineering technicians_Civil engineering technicians,Occupation: Technicians and associate professionals_Civil engineering technicians_Civil engineering technicians
7_880_88040,Crafts and related trades workers_Jewellery and precious metal workers_Silversmith,Occupation: Crafts and related trades workers_Jewellery and precious metal workers_Silversmith
7_929_92900,Crafts and related trades workers_Printers and related workers not elsewhere classified_Other printers and related workers,Occupation: Crafts and related trades workers_Printers and related workers not elsewhere classified_Other printers and related workers
7_941_94190,Crafts and related trades workers_Musical instrument makers and tuners_Other musical instrument makers and tuner,Occupation: Crafts and related trades workers_Musical instrument makers and tuners_Other musical instrument makers and tuner
7_842_84230,"Crafts and related trades workers_Watch, clock and precision instrument makers_Optical instrument makers and workers (not opticians)","Occupation: Crafts and related trades workers_Watch, clock and precision instrument makers_Optical instrument makers and workers (not opticians)"
7_759_75990,"Crafts and related trades workers_Spinners, weavers, knitters, dyers and related workers not elsewhere classified_Other specialised textile workers nec","Occupation: Crafts and related trades workers_Spinners, weavers, knitters, dyers and related workers not elsewhere classified_Other specialised textile workers nec"
5_552_55230,"Service workers and shop and market sales_Charworkers, cleaners and related workers_Window cleaners","Occupation: Service workers and shop and market sales_Charworkers, cleaners and related workers_Window cleaners"
3_79_7940,"Technicians and associate professionals_Medical, dental, veterinary and related workers not elsewhere classified_Sanitarians","Occupation: Technicians and associate professionals_Medical, dental, veterinary and related workers not elsewhere classified_Sanitarians"
2_174_17400,"Professionals_Producers, performing arts_Producers, performing arts","Occupation: Professionals_Producers, performing arts_Producers, performing arts"
1_219_21152,"Legislators, senior officials and managers_Managers not elsewhere classified_Executive officers of railway concerns","Occupation: Legislators, senior officials and managers_Managers not elsewhere classified_Executive officers of railway concerns"
1_219_21192,"Legislators, senior officials and managers_Managers not elsewhere classified_Executive officers of other large scale productive enterprises","Occupation: Legislators, senior officials and managers_Managers not elsewhere classified_Executive officers of other large scale productive enterprises"
7_873_87390,Crafts and related trades workers_Sheetmetal workers_Other sheet metal workers,Occupation: Crafts and related trades workers_Sheetmetal workers_Other sheet metal workers
8_901_90100,Plant and machine operators and assemblers_Rubber and plastics product makers (except tire makers and tire vulcanisers)_Rubber product makers,Occupation: Plant and machine operators and assemblers_Rubber and plastics product makers (except tire makers and tire vulcanisers)_Rubber product makers
7_939_93130,"Crafts and related trades workers_Painters not elsewhere classified_Painters, ship","Occupation: Crafts and related trades workers_Painters not elsewhere classified_Painters, ship"
8_972_97220,Plant and machine operators and assemblers_Riggers and cable splicers_Ship riggers,Occupation: Plant and machine operators and assemblers_Riggers and cable splicers_Ship riggers
7_803_80390,Crafts and related trades workers_Leather goods makers_Other leather goods makers,Occupation: Crafts and related trades workers_Leather goods makers_Other leather goods makers
7_727_72700,Crafts and related trades workers_Metal drawers and extruders_Metal drawers and workers in metal drawing,Occupation: Crafts and related trades workers_Metal drawers and extruders_Metal drawers and workers in metal drawing
8_910_91090,Plant and machine operators and assemblers_Paper and paperboard products makers_Other paper product makers,Occupation: Plant and machine operators and assemblers_Paper and paperboard products makers_Other paper product makers
7_954_95440,"Crafts and related trades workers_Carpenters, joiners and parquetry workers_Scaffolders","Occupation: Crafts and related trades workers_Carpenters, joiners and parquetry workers_Scaffolders"
7_772_77200,Crafts and related trades workers_Sugar processers and refiners_Sugar refiners,Occupation: Crafts and related trades workers_Sugar processers and refiners_Sugar refiners
7_880_88090,Crafts and related trades workers_Jewellery and precious metal workers_Other jewellery and precious metal workers,Occupation: Crafts and related trades workers_Jewellery and precious metal workers_Other jewellery and precious metal workers
7_783_78300,Crafts and related trades workers_Cigarette makers_Cigarette makers,Occupation: Crafts and related trades workers_Cigarette makers_Cigarette makers
7_941_94110,Crafts and related trades workers_Musical instrument makers and tuners_Musical instrument maker nfs,Occupation: Crafts and related trades workers_Musical instrument makers and tuners_Musical instrument maker nfs
8_749_74750,Plant and machine operators and assemblers_Chemical processers and related workers not elsewhere classified_Wax and polish makers,Occupation: Plant and machine operators and assemblers_Chemical processers and related workers not elsewhere classified_Wax and polish makers
2_51_5100,"Professionals_Biologists, zoologists and related scientists_Biologists, botanists, zoologists and related scientists","Occupation: Professionals_Biologists, zoologists and related scientists_Biologists, botanists, zoologists and related scientists"
8_985_98530,"Plant and machine operators and assemblers_Motor vehicle drivers_Drivers (personal, for hire)","Occupation: Plant and machine operators and assemblers_Motor vehicle drivers_Drivers (personal, for hire)"
8_749_74430,Plant and machine operators and assemblers_Chemical processers and related workers not elsewhere classified_Alkali and soda makers,Occupation: Plant and machine operators and assemblers_Chemical processers and related workers not elsewhere classified_Alkali and soda makers
7_811_81140,Crafts and related trades workers_Cabinetmakers_Wicker furniture makers,Occupation: Crafts and related trades workers_Cabinetmakers_Wicker furniture makers
7_762_76200,Crafts and related trades workers_Pelt dressers_Fur and pelt dressers,Occupation: Crafts and related trades workers_Pelt dressers_Fur and pelt dressers
7_929_92800,Crafts and related trades workers_Printers and related workers not elsewhere classified_Textile printers,Occupation: Crafts and related trades workers_Printers and related workers not elsewhere classified_Textile printers
8_749_74640,"Plant and machine operators and assemblers_Chemical processers and related workers not elsewhere classified_Ink, blacking, colouring, etc., makers","Occupation: Plant and machine operators and assemblers_Chemical processers and related workers not elsewhere classified_Ink, blacking, colouring, etc., makers"
6_649_64970,"Skilled agricultural and fishery workers_Fishermen, hunters and related workers not elsewhere classified_Trappers or hunters","Occupation: Skilled agricultural and fishery workers_Fishermen, hunters and related workers not elsewhere classified_Trappers or hunters"
7_949_94290,Crafts and related trades workers_Other production and related workers_Bristle and straw workers nec,Occupation: Crafts and related trades workers_Other production and related workers_Bristle and straw workers nec
6_624_62430,Skilled agricultural and fishery workers_Livestock workers_Sheep workers,Occupation: Skilled agricultural and fishery workers_Livestock workers_Sheep workers
7_954_95490,"Crafts and related trades workers_Carpenters, joiners and parquetry workers_Other wooden construction workers","Occupation: Crafts and related trades workers_Carpenters, joiners and parquetry workers_Other wooden construction workers"
5_591_59100,Service workers and shop and market sales_Guides_Guides,Occupation: Service workers and shop and market sales_Guides_Guides
6_649_64920,"Skilled agricultural and fishery workers_Fishermen, hunters and related workers not elsewhere classified_Fish farm workers","Occupation: Skilled agricultural and fishery workers_Fishermen, hunters and related workers not elsewhere classified_Fish farm workers"
8_749_74340,Plant and machine operators and assemblers_Chemical processers and related workers not elsewhere classified_Tar makers,Occupation: Plant and machine operators and assemblers_Chemical processers and related workers not elsewhere classified_Tar makers
8_985_98590,Plant and machine operators and assemblers_Motor vehicle drivers_Others drivers,Occupation: Plant and machine operators and assemblers_Motor vehicle drivers_Others drivers
6_624_62490,"Skilled agricultural and fishery workers_Livestock workers_Livestock workers, nec","Occupation: Skilled agricultural and fishery workers_Livestock workers_Livestock workers, nec"
7_726_72600,"Crafts and related trades workers_Metal annealers, temperers and casehardeners_Metal annealers, temperers and hardeners","Occupation: Crafts and related trades workers_Metal annealers, temperers and casehardeners_Metal annealers, temperers and hardeners"
7_832_83210,"Crafts and related trades workers_Toolmakers, metal patternmakers and metal markers_Tool makers nfs","Occupation: Crafts and related trades workers_Toolmakers, metal patternmakers and metal markers_Tool makers nfs"
7_894_89400,"Crafts and related trades workers_Glass engravers and etchers_Glass engravers, etchers and finishers","Occupation: Crafts and related trades workers_Glass engravers and etchers_Glass engravers, etchers and finishers"
7_796_79640,Crafts and related trades workers_Upholsterers and related workers_Mattress makers,Occupation: Crafts and related trades workers_Upholsterers and related workers_Mattress makers
7_761_76120,Crafts and related trades workers_Tanners and fellmongers_Fellmongers,Occupation: Crafts and related trades workers_Tanners and fellmongers_Fellmongers
3_180_18000,"Technicians and associate professionals_Athletes, sportsmen and related workers_Athletes, sportsmen and related workers","Occupation: Technicians and associate professionals_Athletes, sportsmen and related workers_Athletes, sportsmen and related workers"
7_953_95390,Crafts and related trades workers_Roofers_Other roofers,Occupation: Crafts and related trades workers_Roofers_Other roofers
1_212_21122,"Legislators, senior officials and managers_Production managers (except farm)_Executive officers of manufacturing concerns nfs","Occupation: Legislators, senior officials and managers_Production managers (except farm)_Executive officers of manufacturing concerns nfs"
5_520_52050,Service workers and shop and market sales_Housekeeping and related service supervisors_Butlers,Occupation: Service workers and shop and market sales_Housekeeping and related service supervisors_Butlers
2_24_2440,Professionals_Mechanical engineers_Marine engineers,Occupation: Professionals_Mechanical engineers_Marine engineers
3_43_4300,Technicians and associate professionals_Ships' engineers_Ship's engineers,Occupation: Technicians and associate professionals_Ships' engineers_Ship's engineers
8_749_74720,"Plant and machine operators and assemblers_Chemical processers and related workers not elsewhere classified_Tallow chandlers, candle makers and grease makers","Occupation: Plant and machine operators and assemblers_Chemical processers and related workers not elsewhere classified_Tallow chandlers, candle makers and grease makers"
2_61_6130,Professionals_Medical doctors_Surgeons,Occupation: Professionals_Medical doctors_Surgeons
7_723_72300,"Crafts and related trades workers_Metal melters and reheaters_Metal melters and reheaters, and workers in metal melting mills","Occupation: Crafts and related trades workers_Metal melters and reheaters_Metal melters and reheaters, and workers in metal melting mills"
6_649_64930,"Skilled agricultural and fishery workers_Fishermen, hunters and related workers not elsewhere classified_Oyster farm workers","Occupation: Skilled agricultural and fishery workers_Fishermen, hunters and related workers not elsewhere classified_Oyster farm workers"
5_599_59300,Service workers and shop and market sales_Other service workers_Prostitutes,Occupation: Service workers and shop and market sales_Other service workers_Prostitutes
2_149_14900,Professionals_Workers in religion not elsewhere classified_Workers in religion nec,Occupation: Professionals_Workers in religion not elsewhere classified_Workers in religion nec
1_219_21340,"Legislators, senior officials and managers_Managers not elsewhere classified_Speculators","Occupation: Legislators, senior officials and managers_Managers not elsewhere classified_Speculators"
9_990_99150,Elementary occupations_Labourers not elsewhere classified_Worker nfs,Occupation: Elementary occupations_Labourers not elsewhere classified_Worker nfs
6_612_61220,Skilled agricultural and fishery workers_Specialised farmers_Field crop farmers,Occupation: Skilled agricultural and fishery workers_Specialised farmers_Field crop farmers
3_38_3270,Technicians and associate professionals_Mining technicians_Mining technicians,Occupation: Technicians and associate professionals_Mining technicians_Mining technicians
